1, 5.92340E+01, -8.14608E+00, -3.33333E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
2, 5.76184E+01, -8.14608E+00, -3.33333E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
3, 5.76188E+01, -8.14608E+00, -3.16667E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
4, 5.92340E+01, -8.14608E+00, -3.16667E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
5, 5.92340E+01, -3.76585E+00, -3.33333E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
6, 5.76184E+01, -3.76585E+00, -3.33333E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
7, 5.92340E+01, -3.76585E+00, -3.16667E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
8, 5.28313E+01, 1.26162E+00, -1.46675E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
9, 5.27998E+01, 1.53359E+00, -1.36618E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
10, 5.27397E+01, 7.52653E-02, -1.37244E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
11, 5.27915E+01, -2.59491E-01, -1.47138E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
12, 5.92340E+01, 6.14391E-01, -3.33333E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
13, 5.76184E+01, 6.14391E-01, -3.33333E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
14, 5.92340E+01, 6.14391E-01, -3.16667E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
15, 5.28712E+01, 2.78272E+00, -1.46211E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
16, 5.28599E+01, 2.99192E+00, -1.35992E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
17, 5.92340E+01, 4.99463E+00, -3.33333E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
18, 5.76184E+01, 4.99463E+00, -3.33333E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
19, 5.92340E+01, 4.99463E+00, -3.16667E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
20, 5.43562E+01, 4.26966E+00, -1.35253E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
21, 5.29200E+01, 4.45024E+00, -1.35367E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
22, 5.29111E+01, 4.30383E+00, -1.45748E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
23, 5.43490E+01, 4.18475E+00, -1.45688E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
24, 5.40968E+01, -1.45654E+00, -1.37519E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
25, 5.26796E+01, -1.38306E+00, -1.37869E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
26, 5.26142E+01, -1.01442E+00, -1.28010E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
27, 5.40239E+01, -1.11650E+00, -1.27555E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
28, 5.92340E+01, 9.37487E+00, -3.33333E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
29, 5.76184E+01, 9.37487E+00, -3.33333E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
30, 5.92340E+01, 9.37487E+00, -3.16667E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
31, 5.26941E+01, 3.87548E-01, -1.27260E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
32, 5.76184E+01, 9.37487E+00, -3.16667E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
33, 5.76193E+01, -8.14608E+00, -3.00000E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
34, 5.92340E+01, -8.14608E+00, -3.00000E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
35, 5.27739E+01, 1.78952E+00, -1.26509E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
36, 5.92340E+01, -3.76585E+00, -3.00000E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
37, 5.28537E+01, 3.19149E+00, -1.25759E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
38, 5.92340E+01, 6.14391E-01, -3.00000E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
39, 5.29336E+01, 4.59346E+00, -1.25009E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
40, 5.92340E+01, 4.99463E+00, -3.00000E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
41, 5.43659E+01, 4.35139E+00, -1.24826E+01, 0.00000E+00, 0.00000E+00, 0.00000E+00
